51.76.41.128,860629376,1688477720953.5244,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=fbfab42c-d6c1-4e23-8229-c80eb03f59a2,kessler-mcclure.info,CONNECT
134.147.223.209,2257838033,1688477721033.7952,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=a15a5ede-9462-4ade-a4cc-534923de8376,russel.com,HEAD
6.249.109.32,117009696,1688477720429.487,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=3b6854b0-b659-4798-9411-356614403afc,franecki.com,HEAD
46.103.223.227,778559459,1688477721093.3206,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=41f7f3ca-67f5-47cb-afe8-7c5985a9153a,hirthe-hirthe.org,OPTIONS
87.195.105.169,1472424361,1688477720575.8735,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A,foo/bar/?site_api_key=6e47b4f3-c8b8-4d3d-9654-39b7e0741b2c,prohaska.biz,CONNECT
146.44.130.105,2452390505,1688477721002.7322,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=0cf5ec09-48a9-4d18-8cfc-38e4f280c50d,carroll-rath.co,DELETE
104.112.47.153,1752182681,1688477720721.078,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=e0b61983-2737-45ea-9bd4-2ea5149975f9,herzog-zulauf.com,DELETE
221.148.84.181,3717485749,1688477720623.1567,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=4de74f6c-b475-43d0-88c1-815024365feb,lesch.org,PATCH
31.101.65.244,526729716,1688477720826.0845,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=b65fac57-4f59-467e-98cb-d805023ed643,howell-stamm.com,GET
79.154.83.4,1335513860,1688477720731.823,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=cb7ab97e-35ad-412e-967e-e0a730b9b433,denesik-wintheiser.io,POST
139.1.62.235,2332114667,1688477720711.9622,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=fd02d19d-4c58-4bbf-847f-207fed3fd36d,wisozk.biz,PUT
34.201.253.197,583663045,1688477720672.139,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=a27fc53d-6521-4553-9d57-d378383b2a61,paucek-torphy.biz,PATCH
101.178.214.87,1706219095,1688477721078.15,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=ff6b4e0b-c32b-40e9-8f7e-459e231d204b,vandervort.co,GET
224.214.219.245,3772177397,1688477720707.1887,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=f27d6e41-703c-4917-be82-186bfde46a50,nienow-becker.biz,GET
59.2.91.230,990010342,1688477720811.902,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=760f7ae8-7d55-49ac-bfe4-b1c49e65335f,schneider-rutherford.org,OPTIONS
103.68.151.252,1732548604,1688477720805.8125,Mozilla/5.0 (Windows; U; Win 9x 4.90; SG; rv:1.9.2.4) Gecko/20101104 Netscape/9.1.0285,foo/bar/?site_api_key=388409ec-8c90-4320-a826-26318eac227a,champlin-effertz.info,DELETE
138.234.197.227,2330641891,1688477721292.1265,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=9ca6ecbb-da55-4376-b661-8969c27baeae,jacobi-steuber.biz,CONNECT
87.22.48.129,1461072001,1688477720606.38,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=9ce9780e-f792-4758-a774-fcad113946d7,herzog.org,POST
158.79.142.196,2656014020,1688477720870.3079,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=40e384e0-d525-4dc1-af6e-5f304bde88ba,kulas-nader.org,GET
174.247.14.88,2935426648,1688477720787.0222,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=fa58f2a2-ebc2-4489-8bf7-880a875e9ec9,ohara.name,PUT
89.44.124.28,1496087580,1688477720829.7322,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=5e9383e5-9cf2-42b6-af2b-7f6bdbb14b5a,barrows-smitham.info,PATCH
168.199.115.199,2831643591,1688477720430.8484,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=925e9e35-b195-4519-a8a4-fad21cb23a03,stracke.net,CONNECT
63.148.210.188,1066717884,1688477721195.3835,Mozilla/5.0 (Windows; U; Win 9x 4.90; SG; rv:1.9.2.4) Gecko/20101104 Netscape/9.1.0285,foo/bar/?site_api_key=2ddd33a7-1ead-4d78-b255-177065a7c8ea,kautzer.co,GET
200.84.37.197,3360957893,1688477720589.3027,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=6c8a7db3-eb35-4023-9b78-147237bf8c06,marvin.io,GET
21.212.52.156,366228636,1688477720594.833,Mozilla/5.0 (Windows NT x.y; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,foo/bar/?site_api_key=70f42578-0f38-458d-a3a9-fa28cebb2137,bruen.co,POST
169.214.148.0,2849412096,1688477721320.6096,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=e5464856-4bcd-44ca-b853-c08bf01502bf,deckow-osinski.io,POST
0.128.220.249,8445177,1688477720359.4956,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=c33ca8a2-5157-4886-a3c9-fc56d1946e11,dickinson.name,GET
55.116.189.238,930397678,1688477720880.8118,Mozilla/5.0 (Windows; U; Win 9x 4.90; SG; rv:1.9.2.4) Gecko/20101104 Netscape/9.1.0285,foo/bar/?site_api_key=cb7dc68a-d071-42fa-88b3-22d2811c0c9d,langworth-grady.info,GET
186.23.129.226,3122102754,1688477721318.637,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=08d429db-78f9-4612-9be8-be34ed35bb5b,emard-schuppe.co,PATCH
24.232.251.234,417922026,1688477721062.981,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36,foo/bar/?site_api_key=ba19f046-a5d0-4da3-a06f-0f760c051e0f,bogisich.com,OPTIONS
18.232.178.138,317239946,1688477720395.843,Mozilla/5.0 (Windows; U; Win 9x 4.90; SG; rv:1.9.2.4) Gecko/20101104 Netscape/9.1.0285,foo/bar/?site_api_key=fd2711cc-f8ff-4330-ba7f-186ac21cfdbd,schmidt-ernser.org,GET
170.72.72.203,2856863947,1688477720401.5776,Opera/9.80 (X11; Linux i686; Ubuntu/14.10) Presto/2.12.388 Version/12.16,foo/bar/?site_api_key=e3e38b30-58c9-4715-a1ec-3f468d289c93,streich-monahan.name,PATCH
131.181.125.134,2209709446,1688477720618.0276,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,foo/bar/?site_api_key=582d1cfb-b07c-49d0-986e-33e9174be333,dare.info,CONNECT
195.176.51.186,3283104698,1688477720752.8347,Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.7; AOLBuild 4343.19; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),foo/bar/?site_api_key=408ed660-7334-4acc-aa3d-e7a97a20b51f,rippin-walker.com,CONNECT
